content,date,index,writer
네스 제가 미분듣는데 미분이 20강이니깐 미분 공도벡 적분 통계 이렇게 80강쯤...?되나요1강에 1시간정도니깐 하루에 하나씩만 들으시면 7월에 끝나겠네요!  ,2014.04.05. 20:31,13724884,네스
네스 이명학도같이들어서 ㅋㅋ 길게 8월말까지 잡아야할듯하다 ,2014.04.05. 21:20,13724884,미나오르12
 후자ㄱㄱ ,2014.04.01. 11:14,13718527,제라드
 저도 후자 추천이요 생질 알텍 둘다하면 강의수가 너무ㅠㅠ ,2014.04.01. 13:08,13718527,양양
 감사요^^ 교과서 공부하고 알텍으로 가겟습니다^^ ,2014.04.01. 13:44,13718527,난누굴까
 딱좋음 ,2014.04.01. 00:52,13717977,16연세대 수학과
 삭제된 댓글입니다. ,,13714391,
 네ㅠㅠ아직고민되요 ,2014.03.30. 11:20,13714391,노란색깔
 한석원조음. ,2014.03.30. 11:14,13714391,다시시작
 신승범쌤도좋다던데진짜고민되요ㅜㅜ ,2014.03.30. 11:19,13714391,노란색깔
 개념좀한석원이요 강추ㅋㅋㄱ생질은 안들어봐서 모르겠는데 알텍은 진짜꿀이에여 ,2014.03.30. 11:16,13714391,미카엘
 알텍은 상위권이 최상위권으로갈때좋다는말잇던데개념도좋아요?????? ,2014.03.30. 11:18,13714391,노란색깔
노란색깔 아 저는 지금 독재생이구 일단 개념을 현역때 다돌렸어요ㅋㅋ처음 개념잡으시는거면 생질을 들으시는게 맞을거에요ㅋ알텍은 개념이긴 한데 심화개념이라 어느정도 개념이 잡혀있는 상태에서 들어야 이해가가요ㅠㅠ실전적인 문제도 수능발전문제파트는 4점짜리문제라...ㅋㅋㅋ ,2014.03.30. 11:30,13714391,미카엘
미카엘 아ㅠㅠ감사힙니당 ,2014.03.30. 11:34,13714391,노란색깔
 님이 어느정도 성적대 이신지는 모르시지만 중상위권 정도되시면 그냥 한석원쌤 듣는게 좋으실거 같아용ㅋㅋ ,2014.03.30. 13:14,13714242,papercutpro
 한석원 강의는 대성마이맥 티치미 비상에듀가 같은계열사쪽이라 아무데서나 들을수 있고 가격은 아마 똑같은거임그리고 내가 티치미에서 들었는데 어플쓰레기임.....자꾸멈추고 튕기고 그래서 빡쳤었던 기억이....비상에듀나 대성마이맥은 잘모르겠는데 비상에듀 이용하는사람이 좀 많지않을까 생각해봄... ,2014.03.29. 22:03,13713293,ByGalaxyNote
 아.. 티치미는 일딴 제외해야겠네....비타에듀가 어플좋은건 인정비상이 나으려나... 대성마이맥도 어플 티치미랑 비슷해보이던데 ㄷㄷ ,2014.03.29. 21:42,13713293,BD
BD 미안...내가 비상에듀를 비타에듀라고 썻네...위에는 제대로써놓고 ㄷㄷ 비타에듀에는 한석원없음!!비상에듀나 대성마이맥으로 결정해~  ,2014.03.29. 22:03,13713293,ByGalaxyNote
 일대일대화확인해 ,2014.03.29. 23:19,13713293,하앍ㅋ
" 됨니다, 크포는 문제만사서푸셈  ",2014.03.29. 19:48,13713051,하앍ㅋ
 크포 강의안들어도되나요?? 어렵다던데 문제풀이위주라 ,2014.03.29. 19:51,13713051,미나오르12
"미나오르12 알텍소화하면 걍풀수있음 기출변형수준, 언어랑외국어잘나오면 들어도됨 ",2014.03.29. 19:52,13713051,하앍ㅋ
하앍ㅋ 언어외국어 잘안나오는데 ㅋㅋ ,2014.03.29. 20:05,13713051,미나오르12
 네 삽쌤추천해요 ,2014.03.29. 12:14,13712244,남자
 이유를 좀 알수잇을까요? 보통 수1은 삽쌤이낫고 미통기는 한석원쌤이낫다고 하셔서... 그리고삽쌤은 해결력중심이라서 고난도문제(30번)에는 적합하지않다는 말도 잇더라구요 ,2014.03.29. 12:19,13712244,재수ing
재수ing 삽쌤강의에서 삽따기는 공식의 원리부터 아주 기초적으로 가르치시지만 sjr정석(3등급이상)강의에서는 개념강의지만 문제위주로 가르치십니다 그니깐 백날 개념을 알아도 어떤게 중요한지 특정단원 문제를 풀때 어떤자세를 가져야하는지 모르는 학생들이 많기 때문에 그런 문제 접근법 알려주십니다 30번같은문제들을 푸는 능력은 하루아침에 생기는게 아니기때문에 기초를 더쌓고 7월에시작할수있겠지만 다른 과목들과의 밸런스를 중요하게 보시기때문에 1월부터 하시는 겁니다 때문에 sjr정석도 (상)이아닌 (하-수열)부터 수강하라고 하십니다 ,2014.03.29. 12:32,13712244,남자
남자 삽쌤도 이런여론을 아시는지 수업때마다 이 강의가 개념이 부실한게아니라 생각을 잘못하는 거라고 말씀하십니다 백날 이개념이 중요하다고 말해도 학생들이 눈으로 보지못해서 중요성을 깨닫지 못하기 때문에 문제를 통해 보여주시는 거라고 하십니다 자세한거는 정석수1(하) ot를 한번들어보시는걸추천합니다 ,2014.03.29. 12:32,13712244,남자
남자 그렇군요 감사합니다 도움이됫습니다 ,2014.03.29. 12:37,13712244,재수ing
 저도 삽자루 선생님 추천이요 수업도 재밌고 욕이 나오긴 하지만.. 문제푸는 능력을 키워주셔서 저는 도움이 많이 되더라구요 개념 충분히 알아도 문제로 적용못하는 사람들도 많잖아요 ,2014.03.29. 15:56,13712244,닥터심슨
 네 그래서 삽자루쌤 a형패키지 살려구요ㅋ ,2014.03.29. 16:01,13712244,재수ing
 기벡이랑 적분 나랑 같이들을래? ,2014.03.28. 00:27,13709949,dhwjddnr8884
 프패 끊은거 듣고 다른책으로 또 공부할려고 하는데 뭐 일단.. 생각해보고.. 어떻게 할려고? 난 인강 보통 테블릿으로 어플다운받아서하는데  ,2014.03.28. 00:40,13709949,ManUBar
ManUBar 나도 신승범 프패끈ㅍ었는데 기벡적통만 알텍으로 들을려규 하거든 너가 태블릿으로들으면 나는 인터넷접속해서 들으면 돼 같이듣자 ㅋㅋ 가격좀 부담스러웠는데  ,2014.03.28. 00:44,13709949,dhwjddnr8884
dhwjddnr8884 한번 고민해볼게! 개념강의로 전준홍쌤 듣고 그냥 한완수로 공부할 생각이어서.. 일단은 한번 생각해보께 ,2014.03.28. 00:49,13709949,ManUBar
 삭제된 댓글입니다. ,,13709949,
 that's right. ㅎㅇ ㅋㅋㅋㅋ ,2014.03.28. 01:25,13709949,ManUBar
 ㅋㅋㅋ 좀들으면 재밌어 말퉄ㅋ ,2014.03.27. 23:37,13709896,NeverGiveup
 헤헤 조금만 들으면 익숙해져서 재밌다는! ,2014.03.27. 23:42,13709896,세웅이
 원래그게웃음포인튼데 그거때메헷갈리고그러면 안맞는듯 ,2014.03.27. 23:56,13709896,다음에또와
" 하루3시간만해서는 책 8개인데 수1 상하 수2 상하 기벡 상하 적통 상하  좀 힘들지않을까여 좋은건 누구나 아는사실 , 활용하는건 님의몫인듯@ ",2014.03.25. 17:57,13706119,존중
 채팅창 확인좀요~~ ,2014.04.05. 17:52,13706119,HAPPYCOCOCO
 저 알텍수2 상 인강다듣고복습꼼꼼히하는데 한달걸림매일2시간반씩해서요 빡샐듯 ,2014.03.24. 23:32,13705187,크녕
 크포빼면요? ㅠㅠ하루에2시간도못할텐데 집에오면 ,2014.03.24. 23:35,13705187,미나오르12
미나오르12 시간투자많이하시면 8월 보통9월달쯤끝낼듯하네요 ,2014.03.24. 23:39,13705187,크녕
크녕 파이널까지요? ,2014.03.24. 23:42,13705187,미나오르12
미나오르12 크포까지도 힘들듯요  ,2014.03.24. 23:54,13705187,크녕
"크녕 아니그니깐 알텍수1 지표가수 무한수열만듣고 수2 방부등식뺴고기벡 일차변환뺴고 적통전부해서알텍, 파이널만하면요 그래도 9월까지걸림?? ",2014.03.25. 22:22,13705187,미나오르12
"크녕 아니그니깐 알텍수1 지표가수 무한수열만듣고 수2 방부등식뺴고기벡 일차변환뺴고 적통전부해서알텍, 파이널만하면요 그래도 9월까지걸림??? ",2014.03.25. 22:22,13705187,미나오르12
미나오르12 그정도걸림 ,2014.03.25. 22:56,13705187,크녕
크녕 알텍이도대체얼마나걸리는건가요 ㅋㅋ파이널은금방하는거라치고강의수도별로안되어보이던데.. ,2014.03.25. 22:58,13705187,미나오르12
미나오르12 총강의 30정도에 exercise 수능발전 workbook 복습하면 그정도걸려여 ,2014.03.25. 23:19,13705187,크녕
크녕 그럼크포까지하면 9월전까지 끝내기힘들까요 ,2014.03.25. 23:26,13705187,미나오르12
미나오르12 파이널강의가 보통몇월에올라오죠? 크포랑 ,2014.03.25. 23:26,13705187,미나오르12
미나오르12 크포는 올해안찍고 작년꺼들어야되요님이 빡세게하시면 9월전에끝낼수있어요 ,2014.03.25. 23:29,13705187,크녕
크녕 엥? 크포는왜안찍어요?그럼알텍이랑파이널 이거두개만 올해에나오는건가요? ,2014.03.25. 23:30,13705187,미나오르12
미나오르12 네 작년꺼들어야되요 저도 시간되면 작년꺼들을려구여 ,2014.03.25. 23:32,13705187,크녕
크녕 안내시는이유아세요? ㅋㅋ왜지..똑같아서그런가 ,2014.03.25. 23:36,13705187,미나오르12
미나오르12 그건 저도 잘;;ㅋ ,2014.03.25. 23:55,13705187,크녕
 삭제된 댓글입니다. ,,13703714,
 응 혼자학교다니면서하고있지 ,2014.03.24. 00:27,13703714,킴미르
 어떤식으로 공부해써?? 그리고내가 수원은 안들어봐서 그런데 수원 강의는 어때?? ,2014.03.24. 00:37,13703714,한양대내꺼야
 나는 Exercise문제가 쉽고 수능발전문제는 한 2/3?정도 풀리더라고그래도 일단 강의는 다 듣고 쌤이하시는 풀이는 받아적고 다시 곱씹어보는?식으로 했어난 개념정립이 좀 허술하게 되있는 편이라서 수원강의 만족했음ㅎㅎㅋㅋ ,2014.03.24. 01:08,13703714,킴미르
 알텍만가지고 공부했는데 그렇게잘나와?? 이번에 한석원쌤으로 갈아타려고하는데 알텍에서 문제푸는방법같은거 알려줘?막 접근법하거? 이거그대로 적용하면 믄제풀리는거지? ,2014.03.24. 01:14,13703714,고려대쯤이야
 응응!!! 알텍하면서느낀게 출제자가평가하고자하는부분을 알아나가는기분? 진짜 문제구성이 평가원을노리고 만든듯한기분 ,2014.03.24. 07:34,13703714,킴미르
 알파테크닉도 개념충분할거에요. 고삼이신데 생질하기엔 시간부담이 클듯...  ,2014.03.19. 00:49,13694271,상큼한짱구
 단원별로만들어도안될까요?? ㅠㅠ ,2014.03.19. 00:53,13694271,킹퀸
킹퀸 프패이시면 먼저 알텍을 듣고 들어도 뭔소린지 모르겠으면 그단원만 생질보세요. 근데 그럴일 없을듯... 알텍만 봐도 충분할거에요ㅎㅎ아 그리고 하나 추천하는건 신승범샘 사이트가보면 무료강의 몇개 있는데 완전 꿀임ㅋㅋ ,2014.03.19. 01:01,13694271,상큼한짱구
상큼한짱구 감사합니다. ㅜㅜ  ,2014.03.19. 01:05,13694271,킹퀸
 그리고 신승범님보단 한석원님 추천할게요. 님 ebs랑 모의고사기출도 푸신다하셨는데 신승범강의들으면 아마 셋다못하실거에요. 이과는 신승범강의따라잡는것 자체가 개빡세요. ,2014.03.19. 00:51,13694271,상큼한짱구
 아감사합니다 ㅎ ,2014.03.19. 00:53,13694271,킹퀸
 삭제된 댓글입니다. ,,13694271,
 수2 함수의극한연속 정말못하는데 개념도 제대로안잡혀잇고 괜찮을까요??  ,2014.03.19. 00:54,13694271,킹퀸
 삭제된 댓글입니다. ,,13694271,
 수2는요??  ,2014.03.19. 01:06,13694271,킹퀸
 전반적으로는누가더괜찮나요?? ,2014.03.19. 01:19,13694271,킹퀸
킹퀸 명쾌한답변감사합니다ㅠㅠ ,2014.03.19. 01:22,13694271,킹퀸
 갓석원 알텍개추ㅠㅠㅠㅠㅠ알텍진짜 문제 몇번 돌리면 진리를 깨달을수잇어영 ,2014.03.19. 01:08,13694271,대학가고싶다
 감사합니다ㅠㅠ ,2014.03.19. 01:19,13694271,킹퀸
 차길영은 머임?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저분들이랑 비교하면 안됨 넘사벽임 ,2014.08.09. 23:27,13694271,삼성빠
 방부등식들어봣더니 괜찮던대요.. ,2014.03.20. 23:02,13693914,크녕
 당연히 한석원 ,2014.03.17. 22:53,13692262,제이슨
 저두 이명학 영어 궁금하네여 ,2014.03.16. 22:42,13690296,꽃
 신택스랑 리로직만 들어도 괜춘 ,2014.03.17. 22:14,13690296,공룡잉
 빢빢님 까는사람 잘 못봤는데.....전부다 안들어보고 이름만 모를뿐이지ㅋㅋㅋㅋㅋ근데 아무리생각해도 빢빢님이 신승범한테 꿀린다는 느낌은 안듬. 여러모로 커리자체가 널널하고 여유있어서 다른공부도 챙기기 편한데 신승범은ㅋㅋㅋ ,2014.03.16. 18:49,13686750,짹짹이
 근데 수학적인 자신감 없는 사람들은 신승범이나은듯ㅋㅋ ,2014.03.16. 19:01,13686750,다음에또와
다음에또와 수업이 굉장히 이과적이어서 좋죠ㅋㅋㅋㅋㅋ근데 못따라가는 사람들한테는 무용지물인지라 ,2014.03.16. 19:10,13686750,짹짹이
짹짹이 공감ㅋㅋ성격도시원시원ㅋ ,2014.03.16. 19:14,13686750,다음에또와
다음에또와 분명히 잡소리없이 수업만 하는데 뭔가모르게 웃음포인트가 많죠ㅋㅋㅋㅋㅋ찍어! 찍어!찍어! 쾅쾅쾅쾅 할때나아이미친선생 이런거 짱조음ㅋㅋ ,2014.03.16. 19:16,13686750,짹짹이
짹짹이 ㅋㅋㅋㅋㅋㅋ수학은 넘버1  한석1 ,2014.03.16. 19:38,13686750,다음에또와
" 내가 지금2학년이였으면 알텍한번쭉훑었다 늦어서후회중이야 문제풀고 강의듣고 이패턴만유지하면 내신대비충분히되고 고3겨울방학때편해진다고장담할수있어 난늦어서 하루에 2~3강씩듣거든,, ",2014.03.13. 23:41,13682948,재수없는놈
 내신대비 인강은 절대 아니에요 ,2014.03.14. 00:07,13682948,피자치즈
 적통강좌가 4월에나오는게문제임 ,2014.03.14. 00:03,13682930,재수없는놈
 티치미에 질문했는데 별차이없다고 2014들어도된데요 ㅎㅎ ,2014.03.14. 00:28,13682930,야 자
야 자 수강기간이140일정도밖에안되던데요..그래서고민중.. ,2014.03.14. 00:33,13682930,재수없는놈
 저도 프패하려다가 돈아까워서 8팩만했어요 수1 수2 적통 기벡 상하씩 8개 ,2014.03.13. 21:04,13682484,재수없는놈
 그거 알텍만이죠?? ,2014.03.13. 21:09,13682484,JoMiRyo
JoMiRyo 네 알텍만8강인데 아직 적통하고 기벡 하 안나왔어요 ,2014.03.13. 21:17,13682484,재수없는놈
 삭제된 댓글입니다. ,,13682457,
 생질 안들을꺼면 프패 돈낭비 아녜요?? 알텍만 들을수있는 건 없나... ,2014.03.13. 21:00,13682457,JoMiRyo
 프패b형 big8 팔아요 010 구공이사 사오일구 연락주세요ㅈ ,2014.04.06. 02:51,13682457,활명수다
 삭제된 댓글입니다. ,,13682382,
 신승범 강의신청하고나서 갑자기 한석원생각난거야 ㅜ ㅜ 신승범계속할까? ,2014.03.13. 20:46,13682382,여래아
 삭제된 댓글입니다. ,,13665889,
 연락주세요 문자로 ,2014.03.07. 21:58,13665889,핑핑22
 최인호삼법일신 b형ㅁ인가요? ,2014.03.08. 00:41,13665889,akwjdghks135
 2012 인가 2011버전이네요 ,2014.03.08. 00:43,13665889,핑핑22
 삭제된 댓글입니다. ,,13665889,
 문자드렸어요 ,2014.03.08. 11:14,13665889,핑핑22
 삭제된 댓글입니다. ,,13665889,
 문자주세용풀필기요 ,2014.03.14. 16:23,13665889,핑핑22
Go3 필기는노트에하는편이고 문제를 푼것같네욤ㅇㅂㅇ ,2014.03.14. 22:09,13665889,핑핑22
 필기는노트에하는편이고 문제를 푼것같네욤ㅇㅂㅇ ,2014.03.14. 22:08,13665889,핑핑22
 워드마스터쪽지주세요 경선식도요! ,2014.03.15. 10:42,13665889,경희대스의과15학번
 필긴별로안햇그여 가격제시해서 문자좀여 ㅠ 01027582712 ,2014.03.15. 10:43,13665889,핑핑22
 개때잡 좋아~!! 5단계 복슺만 철저히 하면돼! ,2014.03.06. 17:47,13664928,꿀뙈
 난4등급인데 괜찮던데.... 한석원쌤짱이야ㅠㅠ ,2014.03.06. 19:28,13664928,똑똑
 우리도 적통만보는데 한석원꺼너무늦게나옴..수능용으로만봐야될듯.. ,2014.03.05. 00:59,13662254,재수없는놈
 정승제 적통 3월 7일부터 열린다고 하던데! ,2014.03.05. 01:03,13662254,꿀뙈
 꿀팁감사! ,2014.03.05. 01:04,13662254,야 자
 삭제된 댓글입니다. ,,13662254,
 진짜? 근데 작년꺼 사면 수능 하루 전까지도 작년꺼 봐야하자나 ㅠㅠ ,2014.03.08. 21:27,13662254,야 자
따따따라 아하 그럼 내신 대비하기에도 별상관 없는거야? ,2014.03.08. 21:39,13662254,야 자
따따따라 돈드리고 적통 같이 들어도될까요..?! 수강 기간 몇일 남았나요? ,2014.03.09. 02:15,13662254,야 자
 삭제된 댓글입니다. ,,13656535,
 그래?ㅠㅠ들어봤어?8 ,2014.03.02. 17:13,13656535,wlsl9701
 삭제된 댓글입니다. ,,13656535,
" 삽자루는 sjr이 갑이라고 선배들이 해주긴 하는데,난 아직 아무것도 모르니ㅠㅠ한석원t랑 많이 고민되 진짜 많은 강사중에서 줄이고 줄여서 딱 2명으로 좁혀졌거든ㅠㅠ둘 다 괜찮다고 취존이라곤 하는데 막상 선택이 쉽지가않아ㅠ ",2014.03.02. 17:13,13656535,wlsl9701
"베니스릉 내신은 최대한 챙겨주려고 해 또 시험도 그렇게 어려운 편은 아니라..뭐 내신 좋은 편이긴 한데,중간이랑 기말보고 나서 안 좋으면,논술만 생각하고 정시갈 지 고민중이야  ",2014.03.02. 17:29,13656535,wlsl9701
 정승제는 어때 ㅋㅋㅋㅋ 수포자엿다가 그쌤꺼 듣고 되게 도움 많이 받았는데 ,2014.03.02. 17:03,13656535,ㅑ냐냐냐냐
" 정승제 선생님도 좋긴 좋은데,강의력이나 스타일 등등 나랑 맞는 선생님이 딱 삽자루 선생님이랑 한석원 선생님이라ㅠㅠ미안 ",2014.03.02. 17:14,13656535,wlsl9701
 나 알텍 듣고있는데 너무좋아 ,2014.03.02. 19:41,13656535,sleep
 고2고 하위권이라 알텍같은 강의는 정말 힘든 걸 떠나 못 들어..ㅠㅠ개꿀강의인 건.알지만 ㅠㅠ ,2014.03.02. 19:42,13656535,wlsl9701
 알텍 고1 나왔으면 하는 바람이있네요 왜 안나오는지 ㅠ ,2014.03.01. 23:01,13654579,thwjdrb1234
 생질듣고 이 선생이다!했는데 알텍이 메인인거  알고는 아쉬움에 몸부림치는중ㅠ ,2014.03.01. 23:04,13654579,qkfka5953
 고1은 신승범 커리타다가 2학년때 한석원커리타는게 b ,2014.03.02. 11:25,13654579,엑소보루빵
 프패b형 big8 팔아요 010 구공이사 사오일구 연락주세요ㄷ ,2014.04.06. 02:52,13653882,활명수다
 한석원은 안들어봐서 모르겠고 삽자루는 성적이 이미 잘 나오는 상황에서 수리공부 안하긴 뭣하고 웃고 즐기자 하는 생각으로 들었는데 괜찮았어요. 문제를 수능적으로 접근하는 느낌이고 하다보니 저도 그렇게 되더라구요. 근데 삽자루가 뭐 수포자의 구세주니 뭐니 해서 너무 쉬울까봐 들을까 말까 했었는데 들어보니 하위권을 위한 수업은 아니었고 2~3등급이 1등급받는데 적합한 강의정도라고 생각해요. 삽자루는 sjr정석(개념)과 파렙(4점기출)듣고 혼자 공부하심 됩니다.  ,2014.02.28. 22:25,13651424,박초롱짱짱맨
 sjr추천 ,2014.03.04. 00:23,13651424,이과수학마스터GO
 삭제된 댓글입니다. ,,13648323,
 음잇는거같던데 아닌가? ,2014.02.27. 19:18,13648323,가이오가
 알텍 난이도는 쫌 있어 ! 알텍들어~~ 몇번 돌렸으면 할만할거야 ,2014.02.27. 17:49,13648323,쀼
 일반기출문제보통4점짜리보다어려워?? ,2014.02.27. 19:19,13648323,가이오가
 삭제된 댓글입니다. ,,13648323,
 한완수는어떤책이야?? ,2014.02.27. 19:18,13648323,가이오가
 한번봤으면 무조건 알텍.!나 생질이랑 알텍들어봤는데 물론 주관적이지만 생질은먼가 구성이 알차지 않아  ,2014.02.25. 23:45,13642203,인서울한양
 생질은 개념중심알텍은 문제중심 ! 알텍해~~ ,2014.02.26. 00:03,13642203,쀼
 알텍도 개념 다함 알텍 5번 ,2014.02.25. 10:56,13639540,Russell
 제가4.5등급인데 알텍별로안어려운데..무난해요 ,2014.02.25. 14:37,13639540,hongseul315
 비상 ,2014.02.25. 00:33,13638775,양유
 비상 젤좋음? ,2014.02.25. 00:34,13638775,대학합격
 이벤트가졸많아 ,2014.02.25. 01:05,13638775,양유
 대성이 최고임티치미 ...안습비상하고 대성 비슷 ,2014.02.25. 00:36,13638775,ㅇ
 대성이지 ,2014.02.25. 00:59,13638775,앞구르기베인
 대성이 본회사 아니야? 다른덴 대성이 인수한곳이고 ,2014.02.25. 01:03,13638775,perfume27
 대성이냐 비상이냐 고민이네 ,2014.02.25. 01:07,13638775,대학합격
 티치민데 ..후 노답임  ,2014.02.25. 09:19,13638775,인생이 착함
 티치미 들으려고했는데 큰일날뻔했네고맙다 ,2014.02.25. 10:14,13638775,대학합격
 한석원 선생님 예전부터 궁금했는데 탈모인가요? 컨셉인가요?? ,2014.02.25. 11:36,13638775,Silver Pillar
 탈모가컨셉임 ,2014.02.25. 11:51,13638775,대학합격
대학합격 ㅎㅎㅎ고맙습니당 ,2014.02.25. 11:57,13638775,Silver Pillar
Silver Pillar ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니이런질문을 왜해요 ㅋㅋ 웃고갑니다 ,2014.03.12. 13:19,13638775,lovMJ
 필요없고 난 둠강ㅋ  ,2014.02.25. 15:44,13638775,독재왕히틀러
 이등변삼각형도 아니고 정삼각형도 아닌 그냥 일반삼각형이요 ,2014.02.25. 00:13,13634968,인생은재밌게
 아..감사합니다ㅋㅋ일반삼각형이라는게 그거군요 ,2014.02.25. 00:14,13634968,바버얀
 확실한건 개쩜 ㅇ.....듣고있어서 아는데 ㄷㄷ... ,2014.02.20. 16:50,13623521,제스처
 모고45나온다면알텍보다는생질하는게낫지않을까..한석원현강듣는애들보면2등급상위부터듣던데..[] ,2014.02.19. 00:21,13615250,Huya
 모고45면 생질부터....알텍은 2부터가 최적임 ,2014.02.19. 01:08,13615250,짹짹이
 생각의질서 ,2014.02.18. 23:18,13614727,셀고
 2등급이면 알텍들으시면되요 ,2014.02.21. 11:33,13614727,한선입니다
 나한석원쌤생질적통듣고잇는데좋더라 아이렇게풀면되는구나 이런걸느낌...ㅎ나만그럴수도잇지만5등급이면 생질듣고알텍하면되지않을까? 사실신승범쌤거는안들어봐서잘모르겟어 ,2014.02.18. 15:18,13611661,19안능이
 5등급이면..인강보다는 옆에서 봐주시는 선생님이 더 필요할거같은데.... 저도 고3때 학원에서 살았거든요 모르는게 너무 많아서 개인적으로 원리 잘설명해주시는 선생님이 더좋을거같아요 ,2014.02.18. 15:21,13611661,김종민
" 위에 그 인강선생님들은 상위권 위주의 선생님같은데 본인은 5등급인데 조금 힘들지않을까 싶네요,, 위에 분 말에 조금 공감이 가네요 ",2014.02.18. 15:41,13611661,잘할거야
 아ㅜㅜ 근데 지금 이 시점에서 선생님을 어떻게 알아보기가 좀 그래서학원은 제가 중학교때 다녔었는대 잘 안 맞았었거든요ㅜ ,2014.02.18. 15:49,13611661,min7588
 삭제된 댓글입니다. ,,13611661,
 아아 모두 고마워ㅜㅜ 아 근데 문제풀때 한석원쌤은 어떤식으로 가르쳐주셔? 먼저 읽고 방향같은걸 제시 해주셔? ,2014.02.18. 16:58,13611661,min7588
 삭제된 댓글입니다. ,,13611661,
 으아 고마워ㅜㅜ글구 나도 그냥 신쌤커리 타기로 했어!!열심히해서 원하는 대학 가자ㅎ^ㅎ ,2014.02.28. 18:55,13611661,min7588
 한석원!! ,2014.02.18. 00:25,13609122,jobgsyou
 지금 한석원 하는중인데 와 좋음 걍 좋음 ,2014.02.18. 00:25,13609122,15학번
 지금 진도 어떻게나가고있어ㅠㅠ?? 나 적통 생질이랑 수1알텍 동시에 나가려는데 괜찮을거같아ㅠㅠ?? 그냥 지나가다가 물어보는거야ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ불안해서..... ,2014.02.18. 01:34,13609122,똑똑
똑똑 아 난수2알텍만 ....적통 기벡은 방학때 혼자 숨마쿰라우데 보면서 한번 보고 이제 알텍 기벡이나 적통 하나 들을려고 ...ㅋ ,2014.02.18. 01:41,13609122,15학번
 한석원 ,2014.02.18. 00:31,13609122,에이브릴
 쪽지확인점여 ,2014.02.18. 01:01,13609122,lchy0109
 저 독학하려고 끊었는데 한석원쌤은 너무 어려워요. 정말로 수학 1등급나오고 수원예습다나가고 정확하게 머리에 박혀있을때 들을만해서 예습안하시면 못따라가요. 수학문제풀이과정 많이 단축하셔요. 수학1등급에 수원 개념 박혀있으시면 들으세요 수업도재밌게하시고 말도 재밌게하셔서 들으면서 졸리지않아요 근데 문제풀이위주이고 개념설명정말 없어서..예습용으론 비추입니다 ,2014.02.17. 21:52,13607707,잠탱이
 예습용으로는 절대 안들어요학기중에 모의고사랑 내신대비 병행할겸 듣게요 ,2014.02.17. 22:22,13607707,16연세대 수학과
 삭제된 댓글입니다. ,,13607707,
" 학원에서 개념설명듣고쎈,수능특강B형,자이스토리 B형 풀었는데이정도면 알텍 따라갈수있을까? ",2014.02.17. 22:23,13607707,16연세대 수학과
뀨 올 고마워!! ,2014.02.17. 22:52,13607707,16연세대 수학과
 알텍 추천 ,2014.02.16. 21:22,13602260,지푸라기
 개념 완전히 모르는데 들어도 괜찮? ,2014.02.16. 21:30,13602260,white_rains
white_rains 개념아예모르면 생질이낮긴한데 개인적으로는 개념서+알텍 추천요~ 알텍도 개념설명해주거든요  ,2014.02.16. 21:33,13602260,지푸라기
 쪽지확인좀요! ,2014.02.16. 21:59,13602260,lchy0109
 알텍은 개념 다 알고있는상태로 듣는거에요.. 차라리 개념서 한번 돌리고 알텍듣는편이 더 나음 ,2014.02.17. 20:54,13602260,화공sniper
 생질-> 알텍보다는개념서->알텍이 낫나요?고1은 어쩔까요? 이과 ,2014.08.10. 10:55,13602260,수10
 빨리 답좀해줘ㅠㅠ 인강듣다가 멈췄는데 계속 뻘짓하고있어 ,2014.02.15. 22:41,13598535,white_rains
 8282 ,2014.02.15. 22:41,13598535,white_rains
white_rains 답좀해줘 얘들아아아!!!! ,2014.02.15. 22:46,13598535,white_rains
 무슨교재야 ,2014.02.15. 23:18,13598535,인서울한양
 알파테크닉 수1 행렬파트 ,2014.02.15. 23:38,13598535,white_rains
white_rains 그부분은 쉬워서 혼자풀고나서 강의들었어 맞은문제는 1.4배속으로 틀린부분은1.0으로~수능발전이런문젠 고민좀해보고 강의듣는것도좋아 ,2014.02.15. 23:45,13598535,인서울한양
인서울한양 감사~ ,2014.02.16. 01:38,13598535,white_rains
 몰러 ,2014.02.15. 19:39,13597864,일일이일일
 다 자기한테 맞는게 있으니까 글쎄?? ,2014.02.15. 19:43,13597864,이야이
 삭제된 댓글입니다. ,,13597864,
 우잉ㅇ 난 문관뎅 ,2014.02.15. 22:50,13597864,수능만점
 ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇfcourse ,2014.02.15. 21:46,13597864,mirey96
 왜? ,2014.02.15. 22:50,13597864,수능만점
" 생질 내신용 기초강의 알텍 수능 2,3,쉬운 4점용강의  ",2014.02.15. 18:46,13597663,sch3011
 그럼 어려운 건 뭐야? ,2014.02.15. 18:52,13597663,수능만점
수능만점 알텍이 어렵죠 근데 내신용은 아니에요  ,2014.02.15. 19:07,13597663,sch3011
