content,date,index,title,writer
"1. 분석자 기본 정보    - 해당 학년 : 2학년    - 희망 대학 계열(자연계, 인문계) :자연계    - 자신의 성적대 : 3    - 강의를 들어본 분량 : 2강    2. 강의 기본 정보     - 선생님 : 한석원    - 서비스 사이트 : 티치미   - 과목/ 강의제목 : 수리/[이것이수능이다]평가원의눈_가형    - 강의 가격 : 0원    - 분량 : 총   2 강    2시간     12분     3. 강의의 장점/ 맘에 드는 점   학교에서 수1,수2,적통,기벡을 거의 다나가고 수1을 복습하고있는데 강의목록을 보니 지표와가수,지수로그함수가 있길래 들어보았는데 와..정말;; 설명을 정말 잘해주시는 것 같습니다. 학교시험칠때 공부하고 그 후로 제대로 복습을 하지 않아서 모의고사를 칠때마다 제대로 알지 못해서 헷갈리고 그래서 틀렸었는데 방금 선생님 강의를 듣고나서 제대로 이해했다는 느낌을 받았습니다.   개념을 예시를 들어주시면서 반복하여 정확히 이해하게 해주시고, 어떠한 것이 수능에 나오는지, 강의 제목 그대로 평가원의 눈으로 분석하여 문제여러개를 하나하나씩 설명해 주셔서 이해가 정말 잘됬습니다. 정확하고 깔끔한 설명이 마음에 듭니다. 문제를 푸는 과정중에서도 중요한 것을 계속 말해주셔서 잊지 않게 해주시는 것도 좋은 것 같아요.                     4. 강의의 단점/ 불편한점 / 개선 요구 사항   2강을 들었는데 들으면서 단점이라던지 불편한점은 느낀게 없습니다;  단점이라면 선생님 목소리가 쩌렁쩌렁하신거...?? 이건 단점일수도 장점일수도 있겠네요, 소리야 뭐 볼륨을 조절하면 되니까요.            5. 강의의 총괄 평가, 추천대상 및 활용방식   전체적으로 상당히 도움이 되는 강의인 것 같습니다. 들으면서 한석원 선생님이 왜 유명한지 이해하게 됬거든요. 추천대상은 저와같이 이제 막 고3이 되는 학생들. 또는 이미 개념은 다 깨우친 고2학생들도 들어도 될 것 같네요. 조금 이른 감이 있긴 하지만 실력이 닿는다면 아무런 문제가 없을 것 같습니다. 활용방식이야 들으면서 복습하고 또 계속 공부해나가면 될 것 같네요.            해당 후기는 티치미의 무료 강의를 듣고, 학습지원비를 신청하기 위한 수강후기 입니다.",2011.12.21. 13:06,9152317,[수리]한석원 선생님 - [이것이 수능이다] 평가원의눈_가형 / 티치미,seoku
"1. 분석자 기본 정보    - 해당 학년 :3학년    - 희망 대학 계열(자연계, 인문계) :인문계    - 자신의 성적대 :3등급    - 강의를 들어본 분량 :완강    2. 강의 기본 정보     - 선생님 :한석원    - 서비스 사이트 :티치미    - 과목/ 강의제목 :  [이것이 수능이다] 평가원의 눈_가형    - 강의 가격 :0원    - 분량 : 총   7 강   7 시간    30 분     3. 강의의 장점/ 맘에 드는 점        역시 한석원이라는 말밖에 나오지 않습니다. 정말 중요하고 자주 나오는 개념을 이렇게 잘 집어주시는 것을 보고 역시 유명강사는 다르다라는 것을 실감했습니다. 이렇게 짧은 강의를 통해서도 수능이 어떤 시험인지 개념을 잘 잡아주는 강의라 정말 좋았습니다. 저같은고3 이들어도 정말 좋지만 수능을 처음 준비해보는 현역분들이 한번 쯤은 꼭 봤으면 정말 도움이 될 것 같습니다.                   4. 강의의 단점/ 불편한점 / 개선 요구 사항        한석원 선생님의 수리와 학생들에 대한 열정은 정말 존경스럽다. 그 열정이 강의력으로 뿜어져 나와 학생으로 하여금 선생님을 존경스럽게 보고 그로인해 수리에 더욱 열정적으로 임하게 한다는 긍정적인 측면을 가져온다. 이것이 아마 한석원 선생님의 최대 장점인것 같다. 단점이라면 강의에 대해 있는데 짧다는게 단점이다. 7강으로는 수리 나형의 모든 범위를 강의할 수 없다. 수리 나형의 모든 범위를 전반적으로 다뤄주었다면 더 좋았을것 같다. 강의력은 전혀 문제 없는것 같다.          5. 강의의 총괄 평가, 추천대상 및 활용방식      지금 주저하고있으신분들 주저하실필요 없을것같네요..             해당 후기는 티치미의 무료 강의를 듣고, 학습지원비를 신청하기 위한 수강후기 입니다.             ",2011.12.21. 09:24,9150612,[수리]한석원 선생님 - [이것이 수능이다] 평가원의눈_가형 / 티치미,우왕
                  개념잡고 쎈풀려 하는데  개념 잡을때 둘중에 뭐가더나?                        ,2011.12.21. 09:03,9150535,수학의정석+강의/한석원 알파,myt0311
"1. 분석자 기본 정보    - 해당 학년 : 재수    - 희망 대학 계열(자연계, 인문계) : 인문    - 자신의 성적대 :  2.5    - 강의를 들어본 분량 : 완강    2. 강의 기본 정보     - 선생님 : 한석원선생님    - 서비스 사이트 :  티치미     - 과목/ 강의제목 : 이것이수능이다 평가원의눈_나형    - 강의 가격 : 공짜    - 분량 : 총    5 강   5 시간    0 분     3. 강의의 장점/ 맘에 드는 점   수리영역을 어떻게 분석해야 하는지 잘알려주셨다. 제일 맘에 들었던건 미적분 파트였다. 내가 제일부족한 부분이었는데 어떤식으로 해결해야하는지 중점적으로 뭘봐야하는지 직관적 판단에대해 잘 알수있었다. 다음에도 N수하는친구나 동생들에게 추천해줄만한 강의였다.                     4. 강의의 단점/ 불편한점 / 개선 요구 사항   강의의 수는 적지만  적지않은 시간때문에 조금 시간이 걸렸다. 짧은 강의에 걸맞게 짧은 시간이었으면 좋겠다는 생각이 들었다. 그러나 이정도는 감안 하고 들어야 한다는것을 잊지 않고 그냥 들었다. 다음에 이러한 강의를 찍을때에는 강의시간을 조금 줄였으면 좋겠다는 생각을 해본다. 그래야 다른 동생들한테도 추천해줄만 하니까 말이다.            5. 강의의 총괄 평가, 추천대상 및 활용방식   전반적으로 수능에 처음 입문하는 현역 예비고3들에게 추천한다. 어떻게 접근해야하는지에 대해 잘알려주신다.   수리영역뿐만아니라 수능 전체영역을 어떻게 접근해야하는지도 깨닫게된다. 겨울방학 개념을 다지기 위해 지금 듣는게 좋을거 같다. 반복 또 반복해서 본인의 것으로 만들었으면 좋겠다. 모두 수능 대박나길 바라며 이강의를 강추한다!!!          ps.해당후기는 티치미 무료강의를 듣고, 학습지원비를 신청하기 위한 수강후기입니다.             제목은 [과목] 선생님 이름 + 강좌이름/ 서비스 사이트  로 제목을 통일해주세요. ",2011.12.21. 05:25,9150218,[수리] 한석원 [이것이 수능이다] 평가원의눈_나형 / 티치미 ,kjh13
"1. 분석자 기본 정보    - 해당 학년 : 고1    - 희망 대학 계열(자연계, 인문계) : 인문계    - 자신의 성적대 :5등급    - 강의를 들어본 분량 : 7강    2. 강의 기본 정보     - 선생님 : 한석원    - 서비스 사이트 : 티치미    - 과목/ 강의제목 : [이것이수능이다]평가원의눈_가형    - 강의 가격 : 무료    - 분량 : 총   7 강    7시간   19  분     3. 강의의 장점/ 맘에 드는 점     티치미에서 강의를 무료로 제공해준다는말에 한석원선생님의 강의를 처음 접해보았습니다. 아는분께서 문과에가더라도 이과수학을 한번 들어놓으면 좋다는 말에서 수1강의를 들어보았는데요 한석원 선생님 정말 좋습니다. 제가 평소에 수리를 잘못하고 흥미도 느끼지못하였었는데 강의를 들으면 들을수록 할수있을것 같다는 생각이 많이 들었습니다. 선생님 수업스타일너무 마음에 듭니다. 선생님의 강의력은 또 찾아갈수밖에없게 만드시네요 ㅎ .  꼼꼼하게 수업해주시고 전부터 이해안되던게 빠르게 이해되던게 좋았습니다. 제가 아직은 수1에대해 많이 몰라 강의내용이 자세하게 어떤지는 모르지만 후에 고2가 되면 다시 들어볼생각입니다. 이제는 수학문제에대해 두려워 할 이유가 없는거 같네요.  한석원 선생님의 열정에 감사드립니다.                   4. 강의의 단점/ 불편한점 / 개선 요구 사항       개인적으로는.. 선생님 강의 좀 빠르다고 생각합니다. 제가 기초가 좀 부족해서인가 모르지만 이해하려하면 멈춰놓고 좀 봤다가 또 틀고해야됬어요. 좀 쉬엄쉬엄했으면 좋겠네요. 인터넷강의라서 그러시는지 몰라도 조금 빡세게 하시는거 같아서요.. 또, 비록 무료 강의이지만 그 강의를 보고도 도움을 얻을수 있는부분이 많기에 좀더 확대해주셨으면 좋겠네요 ^^ 마지막으로 중간중간에 개념에 관한 설명도 조금씩 넣어 주시는것도 좋겠습니다.         5. 강의의 총괄 평가, 추천대상 및 활용방식      이제 고2를 들어가서 공부방법을 제대로 아는것은 아니지만 생각하기에 n수생분들, 고3 선배님들에게 정리용 강의로 혹은 다른 유형을 찾는 강의로 좋을것같습니다. 저도 나중에 고2말쯤에도 활용할 생각이구요. 수학은 책 한두권을 여러번 봐야 효과가 좋다고 들었습니다. 그래서 풀이를 다른 노트에 옮겨 적어두고 두세번씩 더 풀어보는것도 좋겠네요. 그렇게 해보니 2주가 지나도 다시 생각이 나더군요,, 유형도 보이구요 ㅎ             해당 후기는 티치미의 무료 강의를 듣고,  학습지원비를 신청하기 위한 수강후기 입니다.          제목은 [과목] 선생님 이름 + 강좌이름/ 서비스 사이트  로 제목을 통일해주세요. ",2011.12.21. 01:54,9149617,[수리]한석원 선생님 - [이것이 수능이다] 평가원의눈_가형 / 티치미,AWR
"    안녕하세요~~   사실 저번에 수기 올렸었는데   형 아이디로 올렸다가 이렇게 다시올리게됩니다       부정한 방법으로 돈만 챙기려는 사람이 많은것같아서 씁쓸하기도하네요     바야흐로 2004년 티치미 처음생길때 한석원이라는 이름만 알았지 강의는 안들었습니다         당시에 고3이던 큰형이 한석원샘 강의 엄청듣던거 기억나네요     형이 6년동안 다니던 수학단과 때려치고 티치미만 들었던거 기억납니다..   형한테 전화해보니 그때는 다 무료였고 한석원샘 김찬휘샘 한석만샘 이렇게    세분만 계셨다고 하더라구요?? 전 그건 몰랐는데 ㅎㅎ         덕분에 큰형에게 한석원샘 추천받게 되었고 이렇게 강의도 보게되었습니다.     일단 최고구요.  제가 EBS, V사 M사 등등 들어봤지만   역시 한석원샘을 따라올수없었습니다   왜 사람들이 한느님 한느님 하는지 공감이 가더라구요..     대한민국 1타라도 해도될만큼 흡입력이 장난아니었어요     아 지금 물론 1타시지만 .. ㅎㅎ   이벤트때문에 글쓰는것 같아 조금 찝찝하지만   올해 1년동안 한샘 믿고 달려가겠습니다   티치미 화이팅   한샘도 화이팅!       해당 후기는 티치미의 무료강의를 듣고 학습지원비를 신청하기 위한 수강후기입니다",2011.12.21. 01:49,9149577,한석원샘 수강후기!!,ㅋㅋ
"1. 분석자 기본 정보    - 해당 학년 :3수생    - 희망 대학 계열(자연계, 인문계) :자연계 한양대    - 자신의 성적대 :2등급    - 강의를 들어본 분량 :수리인터넷 강의 60강이상    2. 강의 기본 정보     - 선생님 :한석원    - 서비스 사이트 :www.teachme.co.kr    - 과목/ 강의제목 : [이것이 수능이다] 평가원의 눈_가형    - 강의 가격 :0원    - 분량 : 총    7강    7시간     20분     3. 강의의 장점/ 맘에 드는 점    평소에 인강을 듣지않는 수험생이라도 누구나 한번쯤 들어봤을 한석원선생님, 저는 개인적으로 한석원 선생님을 강남구청 인터넷 강의를 통해 알게되었는데요. 이번에 다시 티치미에서 학석원 선생님의 강의를 들으면서 느낀거지만 선생님의 강의는 정말 흠이 하나도 없는 명품강의라고 생각합니다. 수학이라는 과목 자체만으로 부담감을 느낀 저인데 선생님의 강의를 듣는순간부터 '아! 수학이란 이런것이구나'라고 느낄만큼 기본부터 심화까지 알짜배기들로 꽉찬구성으로 이루어 졌다고 생각합니다. 그리고 한석원 선생님만의 특별한 문제풀이비법으로 문제에대한 해석의 눈을 한단계 더 키울수 있는 강좌라고 생각하구요. 또한 암기할 부분도 머리를써가면서 쉽게 외울수 있고 머릿속에 오랫동안 기억에 남게되어 복습효과를 배로늘릴수 있는것 같습니다 저같은 경우엔 함수부분이 굉장히 취약했습니다. 그래서 항상 약점이 지수,로그함수파트와 미적분파트였는데 선생님의 강의를 듣고 함수에대해 넓게 바라볼수있고 함수의 접근법에 대해 많은것을 배웠다고 생각합니다. 기본부터 심화까지 수학을 깊게 공부할수 있는것 같아서 좋았습니다.           4. 강의의 단점/ 불편한점 / 개선 요구 사항    한석원 선생님 강좌의 가장 좋은점은 뭐니뭐니해도 수능에 최적화된 강의내용이라고 생각합니다. 기본 개념을 굉장히 쉽고 탄탄히 잡아주셔서 어떤 심화문제라도 기본에 입각하여 3분만에 해결할수 있게되었다고 강하게 확신할수있구요. 그렇다고 수능외엔 볼것이없다는게 아닙니다. 흔들리지 않는 기초를바탕으로 다양한 수학들과 접합시켜 수능뿐아니라 앞으로도 배울 대수학까지 '수적능력'에 대해 한단계 업그레이드 할수있다고 생각합니다. 거기다  재치있는 입담 그리고 잠을 홀딱 깨버리게 만드시는 그 일침.. 강의가 그 어떤 선생님들과 비교해도 뒤지지 않을만큼 재밌다고 생각합니다. 단점이라곤 할수없지만 선생님께서 너무 열정적으로 가르치시다보니 본의아니게 흥분을 하시는것 같아서 건강에 악영향을 미칠까하는 걱정이되기도 하구요.. 화를 줄이시는게어떨까 생각해봅니다..ㅎ 그리고 한번씩 필기가 날라가시는게 보여서  집중을 확실히 해야합니다. 오히려 이건 장점이라고 봐야겠네요.    5. 강의의 총괄 평가, 추천대상 및 활용방식   수학성적이 향상되지 않아서 고민하시는 재학생,수험생,N수생분들이 많을것입니다. 선생님의 강의 맘먹고 한번 들어보세요. 한석원 선생님의 강의를 듣는순간 수학성적 상승을 체험하게 될것이라고 장담하구요 물론 강의는 끝까지 듣고 복습을 철처히 하셔야하겠죠? 참고로 저는 한석원선생님의 강의를듣고 모의고사 수리영역 4등급->2등급 상위권까지 끌어올렸습니다 아직 부족한 부분이 많지만 선생님의 강의를 철처히 공부한다면 1등급까지 도달할수있다고 믿구요 그리고 단지 수능만을위해 강의를 들을게아니라 큰수학 자체를 심도깊게 경험하고싶으시다면 학석원의 선생님강의를 다시한번 추천합니다.         해당 후기는 티치미의 무료강의를 듣고, 학습지원비를 신청하기 위한 수강후기입니다.  ",2011.12.21. 00:03,9148350,한석원 선생님의 [이것이 수능이다] 평가원의 눈_가형/티치미,궁디3
"1. 분석자 기본 정보    - 해당 학년 : 고2    - 희망 대학 계열(자연계, 인문계) :인문계    - 자신의 성적대 : 4%    - 강의를 들어본 분량 : 완강    2. 강의 기본 정보     - 선생님 :한석원 선생님    - 서비스 사이트 : 티치미    - 과목/ 강의제목 : 수리/[이것이 수능이다]평가원의 눈 _나형    - 강의 가격 : 무료    - 분량 : 총   7 강    시간   400  분     3. 강의의 장점/ 맘에 드는 점   문제에 대한 색다른 접근을 해서 인상적이었다. 거기다가 개념을 확실히 이해시켜주면서도 심화까지 확실히 해주신다. 그러면서도 확고한열정으로 가르치시니 학생들도 지루하지 않게 해주신다.               4. 강의의 단점/ 불편한점 / 개선 요구 사항   무료특강이어서 강의가 짧은것이 흠이었다.그리고 약간 필기량이많다는것 정도? 밖에 없는것같다. 앞으로도 이런기회 가 많았으면 좋겠다.          5. 강의의 총괄 평가, 추천대상 및 활용방식   저는 타강사의 강의를 듣고 있었는데 점수가 그닥 상승하고있지않아서 고민이많았습니다  그러던차에 티치미에서 무료특강을 한다길래 한석원 선생님의 강의 를 듣게 되었습니다. 큰기대를 하지않았는데 들어보니 다른강의에서 이해되지 않던 개념이나 핵심을 정확히 짚어 주시더군요. 수학공부하는데에 있어서 큰도움이 되었습니다.                            제목은 [과목] 선생님 이름 + 강좌이름/ 서비스 사이트  로 제목을 통일해주세요. ",2011.12.21. 00:02,9148334,[수리영역] 한석원선생님- [이것이 수능이다] 평가원의눈 _나형,제 시카
"1. 분석자 기본 정보    - 해당 학년 : 재수생    - 희망 대학 계열(자연계, 인문계) :자연계    - 자신의 성적대 : 2~3등급    - 강의를 들어본 분량 : 50시간    2. 강의 기본 정보     - 선생님 : 한석원 선생님    - 서비스 사이트 : 티치미    - 과목/ 강의제목 : [이것이 수능이다] 평가원의 눈_가형    - 강의 가격 : 무료    - 분량 : 총  7  강   7 시간  19   분     3. 강의의 장점/ 맘에 드는 점   이번수능때 아쉽게도 미끌어진 저는 학원선생님의 추천으로 재수 생활을 결심하였습니다. 학원선생님 께서는 재수학원에  들어가라고 하셧지만 제가 싫다고하자 인강선생님을 추천해 주셧습니다. 바로 한석원 선생님입니다. 오랜기간 학원 선생님과 보낸시간이 있어서 학원선생님은 저에게맞는 선생님을 추천해주신것 입니다. 처음엔 아...이선생님은 지금 흔들리고있는 내마음을 바로잡아 주실수있을까? 수능에서 너무약한모습을 보인 자신감이떨어진 나에게 자신감을 불어넣어주실수 있을까? 생각이 들었습니다. 일단 선생님을믿고 강의를들었습니다. 정말 노련함?이라고 할까요? 저에게 이보다딱맞는 선생님은 없었습니다. 정말 다른과목 다때려치우고 수학만 하고싶게 만들어 주셧습니다. 항상 강의가끝나고 마지막에 용기와 힘을 북돋아주는 말을 해주셔서 더욱더 다른과목에 집중할수있게되고 항상 웃으시면서 강의하셔서 일분일분이 즐겁고 바로앞에 칠판에서 강의를 듣는 느낌이였습니다. 저에겐 너무너무 딱맞는 선생님인 한석원선생님을 다른 수험생들에게도 추천하고싶습니다. 한석원선생님 감사합니다 화이팅입니다!!               4. 강의의 단점/ 불편한점 / 개선 요구 사항   제가 강의를 접한지 얼마안되서그런지.. 단점이라곤 딱히 없는것같습니다. 그래도 불편한점이 있다면 한번씩 강의를듣다가 화면이 흔들리거나 소리에 잡음이 섞여 나오는경우가 간혹있습니다. 이런점만 개선된다면 정말 퍼펙트한 강의가 될것같습니다.            5. 강의의 총괄 평가, 추천대상 및 활용방식   수능때 3등급을 받아서 수학에 자신감이 떨어진 저에게 한석원선생님은 정말 잘할수 있을것같은 용기와 자신감을 불어넣어주신 희망같은 존재입니다. 정말 존경스럽습니다! 한석원선생님을 보고 힘들겟지만 저도 한석원선생님 같은 수학선생님이 되기를 꿈꾸고있습니다. 수학뿐만이아닌 다른과목도 열심히하게됩니다. 가끔 따끔한말도 해주시고 용기를 주는 말도해주셔서 너무 존경스럽습니다. 고3여러분 그리고 N수생여러분 저처럼 지치고 스트레스받을때 한석원선생님의 강의를 들어보는건 어떨까요? 저에게 빛과같은 존재입니다. 이글을보시고 단 한분이라도 한석원선생님의 강의를 들어주신다면 전 정말 뿌듯할것 같습니다.               해당 후기는 티치미의 무료 강의를 듣고, 학습지원비를 신청하기 위한 수강후기 입니다.             제목은 [과목] 선생님 이름 + 강좌이름/ 서비스 사이트  로 제목을 통일해주세요. ",2011.12.20. 23:54,9148201,[수리영역] 한석원 선생님 - [이것이 수능이다] 평가원의 눈_가형,nanandukwoo
"   - 해당 학년 : 고등학교 2학년    - 희망 대학 계열(자연계, 인문계) :자연계    - 자신의 성적대 : 2등급    - 강의를 들어본 분량 : 완강    2. 강의 기본 정보     - 선생님 : 한석원    - 서비스 사이트 : 티치미    - 과목/ 강의제목 : [이것이 수능이다] 평가원의 눈_가형       - 강의 가격 :  무료    - 분량 : 총    7강    시간     분     3. 강의의 장점/ 맘에 드는 점   일단 7강의 안에 핵심적인 수리가형의 지로함수,수열,미적을 해결해주신다 무료강의라는게 선뜻 결정하기 힘들었을텐데...그리고 무엇보다도 무료이다. 이게 제일 마음에 든다. 7강의 짧은 강의에도 불구하고 한석원쌤의 강력한 문제풀이 테크닉이 돋보였다. 한석원 쌤 강의를 안들어 본사람은 한번씩 무료체험을 추천한다.                 4. 강의의 단점/ 불편한점 / 개선 요구 사항   무료강좌 이기 때문에 기하,벡터단원과 통계단원은 빠진점... 벡터 부분이 약한 나에게는 많이 아쉽다... 그리고 7강좌로 끝나기에는 뭔가 아쉬움? 그리고 한석원 쌤의 맛보기 강좌에 대한 욕심... 그외에 무료로 강의를 듣는점에 대해서는 감지덕지이다... 한석원 샘은 수능을 출제자의 시각에서 문제를 해석하시기 때문에 문제를 보는 시각을 달리 할수 있다.            5. 강의의 총괄 평가, 추천대상 및 활용방식   이것이 수능이다 를 수강한후 한석원 쌤의 또 다른 강좌인 알파테크닉도 함께 병행하면 정말 좋다. 알파테크닉의 최대 장점인 엑서사이즈 문제를 통해 수능유형을 알아간후 수능발전문제를 풀면 웬만한 기출문제를 푼것보다 더 많은것을 얻어갈수 있다. 알파테크닉은 개념+기출+유형+심화가 다 종합된 좋은 강좌이다                      해당 후기는 티치미의 무료강의를 듣고 학습지원비를 신청하기 위한 수강후기입니다.     제목은 [과목] 선생님 이름 + 강좌이름/ 서비스 사이트  로 제목을 통일해주세요. ",2011.12.20. 23:53,9148183,[수리]한석원 평가원의 눈/티치미,vv26vv
"1. 분석자 기본 정보    - 해당 학년 : 1    - 희망 대학 계열(자연계, 인문계) :자연    - 자신의 성적대 : 5%    - 강의를 들어본 분량 :완강     2. 강의 기본 정보     - 선생님 :한석원    - 서비스 사이트 :티치미     - 과목/ 강의제목 : 수리/이것이수능이다-평가원의눈    - 강의 가격 : 무료    - 분량 : 총   5 강    시간     분     3. 강의의 장점/ 맘에 드는 점    강의는 수리영역을 준비하는 우리 수험생을 위해 만들어져서, 우리들이 앞으로 수리영역을 준비하면서 나아가야 할 방향을 제시해 준다고 할 수 있겠습니다. 한석원 선생님은 대한민국 일타 수리강사로, 지루한 내용도 좀더 재밌고,이해하기 쉽게 설명해주시는 부분이 가장 맘에 들었고, 강의의 내용 또한 알차고 보람있게 볼 수 있었습니다.                     4. 강의의 단점/ 불편한점 / 개선 요구 사항    이 강의는 공부를 하는 강의라기 보다 공부를 하기 위한 방법이 담긴 강의라고 할 수 있겠습니다. 앞으로 이번 기획강좌에 공부를 하기 위한 방법이 아닌 공부를 할 수 있게 해주는 강좌를 무료로 오픈 해 주셨으면 좋겠습니다. 워낙에  짧은 기획 강좌이다보니 큰 줄기는 잡을 수 있었지만 가지들을 자세히 볼 수는 없었던것같습니다.              5. 강의의 총괄 평가, 추천대상 및 활용방식    짧으나 알찬강의라고 말할 수 있을 것 같습니다. 수험생 여러분이 보시면 도움이 될 것이라 믿습니다.                  *해당후기는 티치미의 무료강의를 듣고,학습지원비를 신청하기위한 수강후기입니다.         제목은 [과목] 선생님 이름 + 강좌이름/ 서비스 사이트  로 제목을 통일해주세요. ",2011.12.20. 22:43,9147042, [수리]한석원선생님- [이것이수능이다] 평가원의눈_가형/티치미 ,bshbshbsh
"1. 분석자 기본 정보    - 해당 학년 : N수    - 희망 대학 계열(자연계, 인문계) : 자연계    - 자신의 성적대 : 상위권    - 강의를 들어본 분량 : 완강    2. 강의 기본 정보     - 선생님 : 한석원    - 서비스 사이트 : 티치미    - 과목/ 강의제목 : 수학/[이것이수능이다] 평가원의눈_가형    - 강의 가격 : 무료    - 분량 : 총   7 강    시간   400  분     3. 강의의 장점/ 맘에 드는 점   한석원 선생님의 명성답게 정말 중요하고 자주 나오는 개념을 딱딱 잘 집어주십니다  또 내신과 수능이 다른점을 설명해주시고 수능을 어떻게 공부해야하는것인가를 학생의 입장에서 이해하고 알려주십니다 한석원 선생님이 너무 상위권에만 맞게 가르치는 것 아니냐는 말이 많은데 이 강의를 들어보면 절대 그렇지않고 상위권 하위권 모두 만족할만한 강의라는 것을 알수있을정도로 너무 친절하시고 꼼꼼하십니다                     4. 강의의 단점/ 불편한점 / 개선 요구 사항   강의의 단점이라면 무료강의라 그런지 너무 짧은게 흠입니다. 저같은 N수생은 문제풀이만 해주면 다 기억이나서 괜찮을지도 모르지만 수학을 아예 다시 처음부터 배우는 친구라면 이 강의보다는 좀 더 자세하게 가르쳐주는 강의를 들었으면 좋겠습니다.            5. 강의의 총괄 평가, 추천대상 및 활용방식   수능에 대한 개념이 확실히 설수있게 해주는 강의! N수생,수능에 대한 이해가 잘 되어있지않은 학생                              제목은 [과목] 선생님 이름 + 강좌이름/ 서비스 사이트  로 제목을 통일해주세요. ",2011.12.20. 22:41,9147009,[수리]한석원선생님- [이것이수능이다] 평가원의눈_가형/티치미   ,hangil101
"1. 분석자 기본 정보    - 해당 학년 : 고3    - 희망 대학 계열(자연계, 인문계) : 자연계    - 자신의 성적대 : 3.5등급    - 강의를 들어본 분량 : 완강    2. 강의 기본 정보     - 선생님 : 한석원    - 서비스 사이트 : 티치미    - 과목/ 강의제목 : 평가원의 눈(가형)    - 강의 가격 : 무료!    - 분량 : 총   7강    시간     분     3. 강의의 장점/ 맘에 드는 점   아마 저도 그렇고 이 강좌를 처음 접한 학생들은 컬쳐 쇼크를 느낄 것입니다(결코 문화 상품권에 관련된 이벤트라서 컬쳐라는 단어를 쓴게 아님). 그래서 '뭐지??????'하는 반응이 나오는 것이구요. 일단 이 강좌는 현재 기본적인 개념을 정리한 예비 고3이나 재수생분들이 들으면 좋습니다. 수능이 어떤것인지, 평가원이 요구하는 게 어떤 것인지를 오리엔테이션 강좌에서 설명하고 몇몇 수학 단원들을 수능의 관점에서 해석하여 개념정리와 문제풀이를 하는 강좌입니다. 다루는 단원이 적분을 제외하고는 모두 수1,수2 단원이라 아직 3학년 진도(적통,기벡)을 나가지 못한 예비 고3들도 문제없이 들으면서 수능에 대해 파악할 수 있습니다.               4. 강의의 단점/ 불편한점 / 개선 요구 사항   단점은... 굳이 뽑자면 가격이죠. 프리패스 가격이 정말 비싼 편이긴 합니다만...  혹시 집이 너무 가난해서 한석원 선생님 강의를 듣고싶어도 못 듣는 학생분이 있다면 나중에 티치미에서 장학생을 모집할때 신청하세요. 그리고 어지간히 가난한 집이 아니라면 그냥 돈 주고 신청하는 것도 나쁘지 않다고 생각합니다. 53만원이라도 수능날까지 들을 수 있으니까 한달에 5만원 꼴이니까 그렇게 비싼 건 아닙니다.      5. 강의의 총괄 평가, 추천대상 및 활용방식   저는 한석원 선생님을 천년에 한번 나올까 말까 한 수학선생이라 감히 칭하고 싶습니다. 정말 선생님을 하기 위해 태어나신 분입니다... 물론 엄청난 노력을 하여 이렇게 유명한 강사가 된 것이겠지만 정말 강의를 보다보면 어떻게 이렇게 설명을 잘하나 싶을 때가 있습니다. 정말 타고 난 강의력이에요. 저는 작년에 한석원 선생님 프리패스를 끊어서 이미 알파테크닉 몇 강좌를 들었는데요 특히 기하와 벡터 단원의 공간도형,벡터 파트는 다른 선생님들이 따라올 수 없는 강의라고 생각합니다. 그 외에도 삼각함수나 초월함수 강의쪽이 특히 좋습니다. 이과생들한테 특히 좋다고 할 수 있겠네요.           해당 후기는 티치미의 무료 강의를 듣고, 학습지원비를 신청하기 위한 수강후기 입니다.           제목은 [과목] 선생님 이름 + 강좌이름/ 서비스 사이트  로 제목을 통일해주세요. ",2011.12.20. 22:36,9146945,[이것이 수능이다] 티치미 한석원 선생님 - 평가원의 눈(가형),하나두리
