content,date,index,writer
 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지금은 2010년인데  과탐은 백브가짱이다 ㅋ ,2010.07.02. 14:11,1290049,데레에몽
 우와 ,2011.09.26. 19:16,1290049,redhouse421
 요즘 듣고있는데 개념정립이 제대로 잡혀가는거같아요^^  ,2008.01.19. 19:45,1286377,옵티
 수능의핵;;; ,2008.01.20. 11:00,1286377,아니다로
 오 무료~ ,2008.01.26. 20:40,1286377,날아보자
" 저기 무료강의 피엠피로 보고싶은대,,, 누구없나요??? ",2008.01.28. 00:29,1286377,minpooh928
 한번 공부했으면 독학도나름나쁘지않을꺼같구요 인강을듣고 복습으로 정석이나 풍산자를 돌리는게 더낫지않을까요 ,2008.01.17. 22:38,1286331,야리
 수능의핵 보시면서 풍산자로 개념서 돌리시는게 가장 좋으실듯... ,2008.01.17. 23:59,1286331,도리아
 풍산자+수능의핵 = 굿 ,2008.01.18. 08:21,1286331,mouse0611
 굿굿 ,2008.01.18. 08:47,1286331,나뮈뮈
 정석 보시면서 어짜피 무료 강의이면 같이 병행 하는 거 추천^^  ,2008.01.18. 23:28,1286331,달퐁처럼
 정석 5번 정도 돌리시는거 추천!!!빵빵!! 정말;;;; 정석이 구려보여도;;; 역시 따라갈 교재 ㄷㄷ;;; 정석 여러번 돌리시는거 강력 추천!!!!!!!!!!!!!! ,2008.01.19. 14:03,1286331,보리스
 풍산자 + 수능의핵 + 교과서 = 굿굿 ,2008.05.24. 00:23,1286331,제오계절
 수1하고 미적은 다름 ★★★한!석!원★★★★★★한!석!원★★★★★★한!석!원★★★★★★한!석!원★★★★★★한!석!원★★★★★★한!석!원★★★★★★한!석!원★★★★★★한!석!원★★★ ,2008.01.17. 20:43,1286193,라라
 아우 미적.. ,2008.01.17. 20:43,1286193,헐크리
 수1만해도 미적이 이해된다고? 그랫따면 난 수리가형을 봤겠지..=_= ,2008.01.17. 20:43,1286193,rnrlahsld
 미적... 이과 친구가 치를 떨던 모습이 생생하다.. ,2008.01.17. 20:44,1286193,아라
 오 노~~ ,2008.01.17. 20:44,1286193,uhoov
 나 수리가형 4-5등급 맞다가 나형 가니 1아니면 2 받더라 ㅋㅋ;; ,2008.01.17. 20:45,1286193,쭌이
 수1의 수열의극한을 함수의극한으로 확장하면 미분 튀어나옴 ㅇㅇ. 무한급수를 그래프면적에 응용하면 적분 튀어나옴 ㅇㅇ. ,2008.01.17. 20:45,1286193,꿈꾸는자
 아니 그럼 경영학과 가는애들은 어떻게하라는거야 ???????????????????????????? 어 ?ㅜ ㅜ !!!!!!!!!!!!!!!!!!!!!!!!!!! ,2008.01.17. 20:46,1286193,울랄라리
 미적하려면 수2 미적부분 봐야되는거 아닌가.. ,2008.01.17. 20:46,1286193,니유본사
 나 외국어 2번 반복했음.. 모르면 한번 더듣는것도 나쁘지 않아.. ,2008.01.17. 18:17,1285093,레베레베
 시간낭비절대아니지!! 이해하고 넘어가는게 니 실력도 늘고! ,2008.01.17. 18:17,1285093,leave_715
 당연한거 ,2008.01.17. 18:17,1285093,대인배
 저 오늘 당첨됐음 ㅋㅋ ,2008.01.17. 16:05,1284105,미르
 아 부럽다... 강의 어떤가요?? ,2008.01.17. 16:06,1284105,별
 아직 교재를 안사서 소개 동영상만 봤는데 좋을 거 같아요 ㅋ 한석원t 워낙 유명하시니 ㅎㅎ 내일은 꼭 당첨 되세요~!!!  ,2008.01.17. 16:08,1284105,미르
 네 ㅎㅎ 내일은 꼭 당첨 되고야 말겠어요 ㅋㅋ 내맘대로 되는건 아니지만 ㅎㅎ ,2008.01.17. 16:18,1284105,별
 아...두번이나떨어졌음 ㅠㅠ 내일은 저도당첨을기다림 ㅠㅠ 처음듣는건데 ㅠㅠ 듣고싶음 ,2008.01.17. 16:35,1284105,야리
 근데 하루에 50명이면 꽤 가능성 있는데...;;;맨날 하다보면 될 가능성 꽤 높음... ,2008.01.18. 00:07,1284105,도리아
 그 거 은근 신경 쓰여요 ㅠ ,2008.01.18. 23:33,1284105,달퐁처럼
 다 좋은데 왜 개념원리를 버리라는건지? 그것도 나름대로 장점있는데 ,2008.01.17. 12:01,1282515,엽배비
 개념원리하면안좋아요? 전 개념원리를짱으로생각하는데 ,2008.01.17. 13:31,1282515,엘렁
 정석으로 강의하는 한석원 샘의 강의가 어디에 어떤 제목 강의인가요? 독학을 하고 있는데 필요에 따라 볼까 해서요^^ ,2008.01.17. 13:34,1282515,높새
 제목 강의가 아니라 그냥 학원 다니시면 됩니다. 그냥 정규반인듯 ,2008.01.17. 14:00,1282515,삶은음악
 정석이 옛날본고사문제랑 그런거 들어있다구 하던데용; ,2008.01.17. 17:51,1282515,cksho16
 아~아무책이나 다 좋아요.열심히나 하세요.제가 하고 싶은 말입니다 ,2008.01.17. 19:35,1282515,포어러너
 개념원리 솔직히 말해서 좋은기본서 아닌데? 어떻게 개념원리가 수학개념서중에 2위인지 모르겠음...하긴 뭐 다른출판사의 수학개념서들이 요즘에 와서야 뜨기시작했으니.. ,2008.01.17. 21:40,1282515,찰흙
 정석은 지금까지 바뀐게 거의 없는 구식 개념서입니다 차라리 저같으면 개념원리를 보겠습니다 개념원리도 증명과정 잘 나와있습니다 2년동안 정석이랑 개념원리 이렇게 개념서로 썼는데 개념원리가 접근하기도 쉽고 정석은 정말 연습문제가 더럽습니다 비추합니다 ,2008.01.17. 23:03,1282515,천공의성
 논술시험 본고사형으로 바뀌면 여기 계신 분들 다들 조용히하고 정석 보실듯 ㅋㅋ ,2008.01.18. 00:43,1282515,연상
 본고사하면 정석이 중요해지나요?? ,2008.01.18. 00:52,1282515,스릉
 정석으로 길른 수학적사고는시중어느책을 풀어도 기를수있다고 생각문제는 책을 대하는 태도의 문제이지책의 문제는 아니라고 보네요정석이 구닥다리 일본꺼 배낀거라는건 비판하지 않을수없지만.. ,2008.01.18. 10:01,1282515,고로고로
 아 정석은 무슨 집안자랑 나와서 보기싫어여사위 딸이 둘다 무슨 서울대수학과? ,2008.01.18. 18:53,1282515,jjp3151
 뭐가 나쁘다 뭐가 좋다 그런거 따질게 못되는거 같아요. 저같은 경우는 정석 문제보고 어려울거 같아서 손도 안대고 개념원리 열심히 풀고 추가적으로 다른 문제집들 풀어보니 수리 2등급 뜨던데.. 정석과 개념원리 둘다 장점단점이 있구요. 사람에 따라 다른법이라고 생각합니다. 전 친구나 지인들에게 한번씩 빌려서 풀어보고 자신에게 맞는 책을 선택하는게 괜찮을거라고 생각합니다. ,2008.01.18. 20:41,1282515,나스카이
 정석 별론거 같던데... 수학에 대해 연구할 수 있는 길을 막아버리는 듯한 느낌이 들어요. 뭔가 틀에 박힌 수학?? 몇 문제는 외국 책에서 베껴다가 썼는데 풀이 어설프게 베껴서 좋은문제 엉망으로 만들어놓은것도 있더라구요... 뭐 기본서라고들 하니까 풀긴 하겠지만 원리를 깨우칠만한 책은 못되는 듯. ,2008.01.20. 19:46,1282515,신아
 정석 보기에는 지루해 보여서 그렇지 그냥 국어책보듯이 그냥 한번 읽어보면 좋아요저는 개념원리와 정석 둘다 있는데요 개념원리 별로인것같던데 문제도 너무 쉽고요 개념원리는 본판이 정석이라서 정석배낀 문제집이나 다름없대요.  ,2008.01.20. 20:30,1282515,얼짱
 신아님아 정석이 원리를 깨우칠만한 책이 아닌가요? ....... 그러고 이제 뭔책이 좋다 안좋다 하지 맙시다. 서로 상처 받음 ,2008.01.20. 20:53,1282515,재미감사
" 중학교 때부터 개념원리를 해 왔는데, 이제 지겨워요~ 정석도 어렵구,,요새 풍산자하고 있는데 괜찮던데여,ㅎ ",2008.01.21. 18:12,1282515,노다메
" 정석이든 개념원리든 바이블이든 풍산자든 본인의 의지가 가장중요함정석 문제 더럽다고 안푸는 사람은 참 할말없다 물론 정석 문제들이 수능과는 동떨어진건 사실이다하지만 다 정석문제에서 파생되어온 문제들이다.옛말에 정석 2~3번돌리면 수리100점이라는 말이있다.물론 요즘은 신유형문제들과 출제경향이 바뀌어서 정석 하나만으론 힘들겟지만그래도 수능,모의고사 문제들은 다 분석해보면 정석에 있는 문제들에서 파생된것들이다.그리구 수학 공부하는데 잇어서 문제가 더럽다고 안풀고 계산복잡하다고""에이.. 이건 계산너무복잡하다.. 이정도까지 할필요잇어?""""이건 문제 너무더럽다.. 사람들이 정석문제는 수능기출과 거리멀다고 햇으니까 안풀어야지~""이런식으로 자기합리화를 시키는 사람들이 분명잇을거다..그런사람들은 수능후 땅을치며 후회할거다 ",2008.01.21. 22:53,1282515,사필귀정
 ㅉㅉ 님들아 책탓하지마시고 열심히하세요 ,2008.01.23. 17:19,1282515,tmdguscjstls
" 저도정석안좋다소리듣고 버리려다가 이번에구입해서 하고있는데요, 진짜본인이어떻게활용하고 공부하느냐에따라달린것같아요. 저도처음에보고 이거구식아니야? 이런식으로생각했는데 왜많은사람들이 결국찾게되는지는 알것같더라구요. 하루에많이씩 진도나가는건 아니지만 전 이거하면서 수학재밌다는 생각하고있어요. 문제하나하나에도 왜그런지 생각하게되고 빨리 끝내고 다른문제풀면서 확인해보고싶고 막그래요. 진짜본인하기나름이에요, 솔직히 시중에나온문제집중에 이건진짜풀게못되는쓰레기같은문제집이다 싶은건없어요. 윗분말처럼 책탓하지말고 열심히하기에달린것같네요. ",2008.01.26. 00:41,1282515,삽질
 정석은 안해봐서 잘 모르겠지만 개념원리는 중학교때부터 쭉 해왔던거라서 그런지 저한테 잘 맞아서 좋아요음 ..ㅎㅎ  ,2008.01.26. 03:33,1282515,ghkdlxmfnek
 흐음. 정석. 진정한 스승이나 머리가 좋지 않아도 맘만 먹으면 독학가능합니다; 정석이 몇년적 책인데 그 때 학원이 그렇게 많았나요? 그 스승분이 다른 책의 문제를 다뤘어도 수학적사고는 가능했을 겁니다; 그런의미에서 고로고로님의 말을 찬성합니다.  ,2008.01.26. 21:49,1282515,루넬
 난 디엠이 제일 좋던데 ㅋㅋ 디엠 몇번 돌리니까 계속 99프로 중반대나옴ㅋㅋ ,2008.01.27. 23:13,1282515,dramzys
 어쩜 제 생각이랑 완벽히 똑같아요~ㅎㅎ ,2008.01.29. 00:00,1282515,아키
 개념을 위한 공부라면 교과서를보셔야죠... ,2008.01.29. 18:20,1282515,흠좀무
 자기실력 생각탓은 안하고 문제가 더럽다고 합리화시키는 ㅉㅉ ,2008.01.29. 21:36,1282515,쿠크
" 솔직히 개념원리보단 정석이..ㅋㅋ 개념원리는 너무 공식화, 유형화 시켜놓은거 같아서 영..-_-ㅋ ",2008.01.30. 09:47,1282515,면상장애
" 친구들의 통계를 내보면 이과를 선택하는 친구들은 정석을, 문과를 선택하는 친구들은 개념원리를 많이 보더라구요^^ ",2008.01.31. 13:42,1282515,fairydb
" 이런건 사람마다 다르죠 저는 바이블 쓰는데 좋더라구요 ^,.ㅋ ",2008.01.31. 16:22,1282515,왓썹매앤
 fairydb/ 동감요.. 문과에서 정석을 거의 못봤다는; ㅎㅎ ,2008.02.01. 10:27,1282515,벨릭
 그냥 집에있는 문제집풀어아무거나 다풀면 2등급나오니까 ,2008.02.01. 10:36,1282515,히히헤
" 연습문제 꼭 끝까지 다 안풀어보고 몇시간 생각하다가 모른다고 문제 더럽다고 하는 사람들 많던데..개념원리, 정석 써봤지만 두개다 좋지만정석 욕하는 사람들은 연습문제 물론 다 푼 사람도 있겠지만문제가 왜 더럽다는건지..어떤걸 하던지 자기 마음이지만정석 하다가 그만두고 다른걸 한다면 끈기가 없는 사람이지..공부할 자세가 안되어있는 사람이 뭐가 안좋다 좋다 하던데..ㅎㅎ한번 샀으면 끝장을 보는게 정상 ",2008.02.01. 15:49,1282515,잠깐동안
 저는 오히려 유형 및 튼튼히 다져진 문제는 개념원리라고 생각하는데...            정석도 좋긴한데요... 너무 한틀에 꽈꽉 채워놓든한 교재모습과... 웬지 디자인이 넘길때마다 몇장 하기 싫은... 저는 그렇네요 ,2008.02.02. 12:35,1282515,donghyun4038
" 저는 개인적으로 정석 별로 추천하고 싶지 않음....일단 풀이법도 몇 개 없고 글씨체도 딱딱하고...오히려 수학적 사고력을 기르는데 방해를 하는 요소들이 곳곳에 자리잡고 있다고 생각하는데...특히 그 빨간색으로 정석 : ---------- 이렇게 해놓고선 왜 그런지 설명되있는 부분 찾기 힘들다. 바이블은 이런 쪽에 설명이 자세한데. 필자님께선 정석에서 파생되었다 라고 하지만, 수학 문제는 학습 목표를 보고 내는거지 정석문제가지고 내는게 아니다. 차라리 정석을 사느니 바이블을 산다 ",2008.02.02. 15:53,1282515,beckhamv4
 역시 개인차는 무시할수 없나봐요.ㅎㅎ ,2008.02.02. 16:26,1282515,잠깐동안
 많이팔리는 이유는 다있는거야~개인차이지뭐...자기가 공부하고 이해만 잘 된다면 그걸로 된거 아냐? ,2008.02.03. 12:41,1282515,무탄트걸
 무탄트걸님 말에 동감합니다 ,2008.02.04. 18:24,1282515,씽어쏭
 닥치고 교과서 ㅇㅇ  ,2008.02.06. 13:35,1282515,ljs03142
 개념원리를 버리다뇨 ㅡㅡ; 정석 한번도 펴본적은 없지만 개념원리 아주좋은책입니다 4점문제도 충분히 맞출수있거든요  ,2008.02.07. 08:52,1282515,퍼피
 자기 취향에따라 다른 거지 뭐... 자기한테 잘 맞고 좋으면 끝 ! ,2008.02.07. 13:18,1282515,싴아싴아
" 제 주위에 있는 공부 잘하시는 분들은 모두 정석을 강추하시던데... 수능망쳐서 고려대간 제 사촌형님은 기본정석, 실력정석을 5번씩 완독하셨고, 카이스트 나오신 제 학원 선생님께선 기본정석, 실력정석을 너덜너덜 해질때까지 보셔서 7권을 샀었데요.정석 문제가 물론 요즘 수능경향에 잘 맞지 않더라도 응용력을 기를 수 있어요. 저희 사촌형님께선 기본정석, 실력정석 완독하시고 완독하시고...... 바로 기출문제 들어가셨다는;;; ",2008.02.11. 23:52,1282515,와우
 ㅇㅇ 정석이 정석임 ,2008.02.18. 12:34,1282515,신이
 여기서 왜 이렇게 싸움이 커지냐..그이유는 바로 지금 개념원리갖고 공부하면 1등급 따논당상이다.라는 신념을 갖고있는사람들이 있기 때문임.하지만 중요한건...사실 누가뭐래도 개념원리는 고등학교 내신용일뿐..그이상도 아니지요. 정석10번 고승덕모드로 돌려주면 수능만점은 나오겠지만..개념원리는 고승덕모드로 10번돌린다고해도 수능만점은커녕 최상위권도 안나오는게..차이점이 아닐지요? ,2008.12.14. 22:11,1282515,총통
 ㅂ2 ,2008.01.17. 05:16,1282036,빵사마
 zz 저랑비슷하시네요 한석원 본좌 ,2008.01.17. 19:34,1281855,연대고고
 삽자루듣고 한석원으로 옮겨두될려나.. ,2008.01.17. 23:01,1281855,야리
 한석원 알파테크닉 전강의 있습니다 ^^ 쪽지주세염~  ,2008.01.22. 19:32,1281855,ekfxkagja
 자이스토리추천이요~ ,2008.01.17. 01:34,1280893,잇힝
 저는 정석 연습문제 추천. 정석 연습문제 풀고나면 다른거 풀때 거의 다 비슷하다고 느낄때가 많음.  ,2008.01.17. 01:50,1280893,샤스타
 정석의 꽃은 연습문제... ,2008.01.17. 02:03,1280893,야잉
 윗분댓글이 정석인듯 개념쌓고 이러실대는 삽쌤 강의 정석이나 좁수들로하시구요심화나 그런부분에서는 석원쌤 강의들으시는게 정석 ㅎㅎㅎㅎㅎ하지만 삽쌤 파헤치기 같은심화강의도좋아요 삽자루강의가 무난하죠 ,2008.01.17. 15:26,1278201,dlrkqtjs1
 난이도는 공명>상희>디엠 이정도 될껄요... 공명이랑 디엠 들어봤는데 공명은 좀 어려워요 고2때 수1열심히 하셨다면 개념정리는 잘해주십니다. 디엠은 쉬울수있구 상희샘강의 좋아요 ,2008.02.02. 18:26,1275516,hsr0206
 전  무료 한석원 강의들어여 수능의핵... ,2008.01.16. 02:10,1274376,카오루
 삽자루선생님!  개념 잡는데 괜찮을듯.. ,2008.01.16. 02:14,1274376,지킬
 삽횽 ,2008.01.16. 02:16,1274376,못생긴놈
 저 학원다니는데 걍 학원 다니면 인강 듣지말까염???????????????ㅜㅜㅜㅜ ,2008.01.16. 02:18,1274376,토마토
 학원다니는데도 인강듣는건 뭐니 ,2008.01.16. 02:28,1274376,못생긴놈
 난 메가 신승범 T ,2008.01.16. 10:18,1274376,키지
  학원에만충실해도될거같은데/ 인강도 학원이잖아요 ㅋㅋㅋ 온라인으로하는것뿐 ,2008.01.16. 11:03,1274376,쁘니
 나는 폴수학~ ,2008.01.16. 11:21,1274376,천강
 폴수학! ,2008.01.16. 12:58,1274376,하라
 폴수학 ㅋㅋㅋㅋㅋㅋ ,2008.01.16. 14:07,1274376,왕조신
 디엠~ ,2008.01.16. 14:26,1274376,희
 난 박승동ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,2008.01.16. 14:42,1274376,나영언니
 난 박금우쌤 ㅋㅋㅋㅋㅋㅋ ,2008.01.16. 14:43,1274376,은소
 난 삽자루ㅋㅋ ,2008.01.16. 18:11,1274376,힘내자
 삽자루 ㅋㅋㅋ ,2008.01.16. 23:09,1274376,음보마
 박금우샘 ㅎㅎ ,2008.01.19. 00:04,1274376,끼리오
 쌉자루09정석 기본개념좀만잇으면 되욤 ,2008.01.16. 01:44,1274154,열쒸미
 박금우샘도춫현 자기가 맘에 드는샘으로해야되요 ㅋㅋ ,2008.01.16. 11:03,1274154,쁘니
 ㅂㅂ~~~ ,2008.01.16. 01:16,1273962,달빛아래
 한석만샘이 왜 한석원선생님만큼 호응이 없는지 정말 이해가 안가요..강의도 잘하시고 재미있는데;;;; ,2008.01.16. 14:00,1273776,도리아
 한석만 듣지마요 최악 진짜..  ..  처음에 좋다가 나중에  .... 말도안나옴 .///bb  ,2008.01.16. 19:15,1273776,sinha2002
 아 한석원 쌤보다 말하는건 더 나은데 말이에요 ㅋㅋ 안막히고 좋던데~ ,2008.01.16. 21:08,1273776,s3lllls3
 왜요?ㅜㅜ 나중에는 질이 안좋아지나요?;; ,2008.01.16. 21:08,1273776,s3lllls3
 새거가 공부할맘 날듯한데 ㅋㅋ 기본 ㄱㄱ ,2008.01.16. 00:07,1273343,보아
 저라면중고살듯 돈아까버서 ㅎㅎ ,2008.01.16. 00:08,1273343,공열이
 둘다 있기에...  ,2008.01.16. 00:14,1273343,이프리타
 실력이 설명 자세함 ,2008.01.16. 11:42,1273343,쿠크
 좋다고들었어여 저도오늘  교재료입금하고옴...어제 제가  물어보니까  갠찮다는분  몇분계심 ,2008.01.15. 20:33,1271641,카오루
 수학은 석원샘만 믿고 가자~~개념쌓기는 거의 최고라고 해도 됌... ,2008.01.15. 22:24,1271641,도리아
 누가 좋아? ,2008.01.15. 13:24,1269758,폴솩폴솩
 닉네임은 이기홍샘이 맞게 생겼는데;;;; ,2008.01.15. 13:30,1269758,스티비
 폴솩ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,2008.01.15. 14:40,1269758,개소리
 ㅋㅋㅋㅋㅋㅋㅋㅋ 폴솩=폴수학 ,2008.01.16. 13:44,1269758,퍼스트
 5.0들으면 피봄 장담.5.0은 문법용어와 내용이 확실히 정리된 다음에 들을것을 추천.... ,2008.01.15. 12:09,1269445,cctv13
" 자기가 하기 나름이겠지만, 제 친구는 수리가 60점대에서 이번에 100점 떳던데,신승범 샘 꺼 듣고 ",2008.01.15. 16:42,1269150,이대녀자
 신승범 들으세요. 어렵지만 도움 많이 되요  ,2008.01.15. 19:01,1269149,스탠포드
 교재 따로 살수 없어요;;;; ,2008.01.15. 10:38,1269132,스티비
 만약 삽자루 정석 + 레벨업 강의 들을생각있으면 쪽지주세요~  ,2008.01.16. 01:31,1269132,anticipate4
 개념확실히 알면 자이가 더나을듯.....수능다큐도 좋구..  ,2008.01.15. 01:45,1268263,음보마
 전 쏀돌리려구여 ,2008.01.15. 00:02,1267302,옵티
 와 반갑 상황똑같네(..) 난 문제집 못찾아서 걍 정석돌리는중(... ,2008.01.15. 00:04,1267302,케이닌
 수능의핵 화질이..ㄷㄷ ,2008.01.15. 00:06,1267302,세레비
 난정석으로햇음 근데정석으로한거후회중  ,2008.01.15. 03:27,1267302,개미
 그렇죠... 개념강의라기보다는 문제풀이+심화(살짝)이니.. 개념정리할때 유용하다죠.~^^ ,2008.01.15. 18:32,1267298,엘
 ㅅㅅ임 ,2008.01.14. 23:55,1267014,blackriver7
 난 정말 좋더라 ;ㅅ; 너한테 맞는지 한번 들어봐 ,2008.01.14. 22:30,1266553,하이디
" 지금 듣고 있는데.. 일단 기본적 개념이 조금 있는 상태에서 들어야되~한석원샘 강의는 맨 처음 기초개념이 아니라, 그 기초개념을 응용한 적용법 등을 알려주시거든.난 개인적으로 수학 공부 좀 했는데 단원별로 개념이 서지 않는다거나. 2학년때 배운 수1 한번 중요한 핵만 찔러서 정리해보자 라고 한다면 추천!!!그리고 강의 수가 그다지 많지 않아서 부담이 적은게 장점~보통 수학강의 보면... 막 몇십강의... (폴수학 강의수 보고 토하는줄 알았어ㅠ...)아참! 그리고 한석원샘 강의는 듣고 거기서 끝내면 절대 안되는거 알지?유형별로 대표문제를 몇개씩 풀어주기때문에.. (한 단원에 14문제정도씩 풀어주셔~)듣고 바로 문제집 붙들고 같은 유형 풀어보길 바래 ㅎㅎ ",2008.01.14. 22:38,1266553,miracle4182
 홍성대 ,2008.01.14. 22:23,1266363,엄친아
 한석만 ,2008.01.14. 22:26,1266363,낚아무라
 재수생 가르치는 선생님 ,2008.01.14. 22:28,1266363,페르
 가우스 ,2008.01.14. 22:30,1266363,농구돌이
 홍성대씨 ,2008.01.14. 22:34,1266363,찰흙
 이기홍 ,2008.01.14. 22:34,1266363,쇼탄
 이홍섭 ,2008.01.14. 22:46,1266363,포스
 SJR ,2008.01.15. 00:19,1266363,스릉
" 개념강의는 한석원이 장난 아니게 짱임. 강의할때 이마의 빛과 날카로운 콧대, 그리고 카리스마? ㅋㅋㅋ ",2008.01.15. 18:43,1266363,엘
 우리학원샘 ! ,2008.01.15. 21:21,1266363,무지개
 굿잡!!!!!!!!!!!!!!!!!!!!! ,2008.01.14. 23:53,1263339,미켈
 삽좌루짱~~~!!ㅋㅋ 조낸 웃겨~~ ,2008.01.14. 12:22,1263134,떼끼야
 한석원쌤 약간 지루하다고 들었는데...아닌감?ㅠ 삽자루쌤 진짜 조아요~ ,2008.01.14. 12:22,1263134,chswnl
 미치겠다 삽자루 앞승.ㅋㅋ보브찬친근데 삽자루가 어디가 편법이라는거임??난 모르겠는데;; 알려줘 ㅠㅠ ,2008.01.14. 12:25,1263134,고로고로
 삽자루 절대 편법안가르치는데....ㅡㅡ ,2008.01.14. 12:27,1263134,chswnl
 난 한석원쌤 몰라서 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ 문과 본좌는 삽자루 문/이과 통합본좌는 한석원..  ,2008.01.14. 12:22,1263130,jhonc3
 한석원 시원시원해서 좋던데 ,2008.01.14. 12:26,1263130,dowkrhtn
 삽자루쌤이 더 좋은듯! ,2008.01.14. 13:25,1263130,실버레인
 수학은 본좌는 한석원입니다..2~3등급이시라면 왠만하면 한석원 들으시는게 ...삽자루는 기초정리에 좋다고들었어요. ,2008.01.14. 13:49,1263130,빵야
 그러면 이과는 한석원껄로 수1 수2 다들어야 하나요? ,2008.01.14. 14:19,1263130,폴솩폴솩
 그건 자기맘이죠 ...저는 한석원 수능의핵 수1수2미적 들었습니다..꽤 괜찮구요 복습만 철저히하신다면.. 실력향상에는 도움이 될거에요 .. ,2008.01.14. 14:20,1263130,빵야
 감사;;^^ ,2008.01.14. 14:24,1263130,폴솩폴솩
 둘다 들어봤는데요. 전 개인적으로 삽자루요 ,2008.01.14. 18:24,1263130,파렌
 정말 갠적으루 삽자루쌤이 짱이애욤  ,2008.01.15. 16:30,1263130,민디유후
 신청해놓고 좀 후회중 ,2008.01.14. 11:49,1261976,웃자
 이과생 예비고3이 지금 알텍이 어려우시면 수능때 1등급 찍는거 거의 불가능.... ,2008.01.14. 13:48,1261976,도리아
" 수리 개념이 있는분이면 꽤 좋은 강의예요. 근데, 개발리는 정도면... 이해 안되는게 많을수 있어요. ",2008.01.14. 15:39,1261976,연대생
 개념잡기는 비추 ,2008.01.14. 18:30,1261976,해피데이
 나는 한번보고 개념깨우는데봄 ,2008.01.14. 18:30,1261976,해피데이
 넌 첨보고 너무잡다한게 많다고 생각 ,2008.01.14. 22:18,1261976,dowkrhtn
 알텍이 얼마나 좋은데요..... 한번 개념원리나 정석같은거 병행해서 보면 효과 만점입니다.첨보기에는 다소 어려워요ㅎ ,2008.01.28. 23:34,1261976,sunggu7890
 문제가쫌쉬운편이지만 역시나 무료강의(화질 꾸림) 통계같은거잠깐개념정리할때 딱조음! ,2008.08.03. 01:54,1256337,이븐스타
 강남구청에는 이제 강좌를 내리셨을걸요.. 티치미는 한석원 샘 등 대치동에서 유명한 몇몇 학원이 연합해서 깊은생각ㅇ...이라는 연합??을해서 만들어낸 인강사이트에요. 일단 한석원샘 커리를 알려드리자면 수능의핵(무료) -> 알파테크닉은 옵션... (유료)만약 수능의 핵듣고 정말 개념정리 몇번씩 했다 하신 분들은 굳이 알파테크닉 안들으셔도 됨 -> 그다음 나름대로 혼자 문제풀고 어느정도 궤도에 오름-> 수1 OX판단 100선 (유료) 고난위도 문제들이지만 역시 개념위주로서 어느정도 개념정리 문제풀이 했을때.. 알아들을 수 있는 강좌이며 문제풀이법을 알려주는게 아니라 수능출제원리..같은걸 이 강좌를 통해 뭔가 많이 배우게 됨.. 굉장히 깊은 강좌 -> 그다음 각각 문제풀이 강좌 (역시 수학 하위권..이 듣기엔 무리가 있는 강좌)  ,2008.01.13. 11:57,1253955,팥팥
" 님 성적이 정확히 어느 정도 되는지는 모르겠어요 근데 최근에 들어가 보니 3-4등급을 위한 새로운 한석원선생님의 강의가 생겼더라구요 만약 님이 어느정도.. 알겠다 싶으면 위 커리를 타시구요.  하위권이다 싶으면.. 하위권도 하위권 나름이구 만약 정말 수포자였다 싶으면 한석원선생님 강의는 좀 어려운 감이 있습니다. 그러니까 진짜 수포자였으면 개념원리+정석 무한반복하시면서 수능의핵(무료)를 병행하시는게 좋을 거 같습니다. 부족하시면 알파테크닉 들으셔도 되지만, 시간 없는 재수생에게는 무리가 있는 게 사실이구요 ..  ",2008.01.13. 11:59,1253955,팥팥
 알파테크닉 강추요. 수1 문제 재밌어졌음....수2는 핵만들어서...그냥  ,2008.01.13. 17:28,1253955,eamwhuks8799
 재수생이 시간이 없나요??재학생보다 많을거라 생각했는데 ㅜㅜ 암튼 정말 감사 해요 ! ,2008.01.14. 01:07,1253955,얼짱
 그럴땐 강필샘추천 ,2008.01.12. 23:16,1253197,한양
" 제 글에 덧글 달아주신분이시네여 ㅋㅋ 제가 수학은 괜찮아서 말씀드립니당 ㅋ저는 약간 구시대틱(?)하게 공부했어염 ㅋ 1월부터 3월까지 정석 3번보구고3학기시작했습니다. 그리구 3월 모의고사 56점으로 발렸죠;;그 다음 서부터는 03년도 모의고사부터 죽어라 풀었죠 푼 문제 또 풀고 또 풀고그래서 6월달 83점으로 급상승했습니다 ㅋㅋ그러다가 모의고사 문제집 계속 사는게 싫어서 자이스토리를 샀죠(수학문제집중에 최고!)두번인가? 세번인가? 계속 왕복해서 9월달 96점!! 드뎌 1등급을 받앗습니다.ㅜㅜ그리고 11월까지 정석(문제말고 내용만..), 모의고사문제집, 자이스토리 계속봤습니다.글구 수능때 아슬아슬하게 1등급컷 넘었구요...ㅋㅋㅋ ",2008.01.12. 16:21,1250965,그뤠
